1.0,-2.5,6.25
1.0,-2.4,5.76
1.0,-2.3,5.289999999999999
1.0,-2.1999999999999997,4.839999999999999
1.0,-2.0999999999999996,4.409999999999998
1.0,-1.9999999999999996,3.9999999999999982
1.0,-1.8999999999999995,3.609999999999998
1.0,-1.7999999999999994,3.2399999999999975
1.0,-1.6999999999999993,2.8899999999999975
1.0,-1.5999999999999992,2.5599999999999974
1.0,-1.4999999999999991,2.2499999999999973
1.0,-1.399999999999999,1.9599999999999973
1.0,-1.299999999999999,1.6899999999999973
1.0,-1.1999999999999988,1.4399999999999973
1.0,-1.0999999999999988,1.2099999999999973
1.0,-0.9999999999999987,0.9999999999999973
1.0,-0.8999999999999986,0.8099999999999974
1.0,-0.7999999999999985,0.6399999999999976
1.0,-0.6999999999999984,0.48999999999999777
1.0,-0.5999999999999983,0.359999999999998
1.0,-0.4999999999999982,0.24999999999999822
1.0,-0.39999999999999813,0.1599999999999985
1.0,-0.29999999999999805,0.08999999999999883
1.0,-0.19999999999999796,0.03999999999999918
1.0,-0.09999999999999787,0.009999999999999573
1.0,2.220446049250313e-15,4.930380657631324e-30
1.0,0.10000000000000231,0.010000000000000462
1.0,0.2000000000000024,0.04000000000000096
1.0,0.3000000000000025,0.0900000000000015
1.0,0.4000000000000026,0.16000000000000206
1.0,0.5000000000000027,0.25000000000000266
1.0,0.6000000000000028,0.3600000000000033
1.0,0.7000000000000028,0.490000000000004
1.0,0.8000000000000029,0.6400000000000047
1.0,0.900000000000003,0.8100000000000054
1.0,1.000000000000003,1.0000000000000062
1.0,1.1000000000000032,1.210000000000007
1.0,1.2000000000000033,1.440000000000008
1.0,1.3000000000000034,1.6900000000000088
1.0,1.4000000000000035,1.9600000000000097
1.0,1.5000000000000036,2.2500000000000107
1.0,1.6000000000000032,2.5600000000000103
1.0,1.7000000000000037,2.8900000000000126
1.0,1.8000000000000043,3.2400000000000153
1.0,1.900000000000004,3.610000000000015
1.0,2.0000000000000036,4.000000000000014
1.0,2.100000000000004,4.410000000000017
1.0,2.2000000000000046,4.84000000000002
1.0,2.3000000000000043,5.29000000000002
1.0,2.400000000000004,5.760000000000018
